ID,Date,Trial#,Lever,NextLever,WSLS,LeverZmax,LeverZmin,LeverAUC,HLZmax,HLZmin,HLAUC,Shock
16,230111,19,3,3,1,3.166777869,-0.484025465,160.6803898,3.279450149,-0.861670672,135.266305,100
16,230111,20,3,9,0,0.264596653,-2.657405059,-127.3595483,1.080430873,-2.291423136,-82.53371768,100
16,230111,21,2,3,4,2.359664332,-0.225511564,118.7687855,2.981068451,-1.167414218,115.7617493,100
16,230111,22,3,3,1,0.162953556,-3.541966686,-172.0341316,3.697036296,-0.619093709,133.8079248,100
16,230111,23,3,3,1,2.550044024,-2.3209234,27.16844731,3.829128498,-2.110784734,32.4473442,100
16,230111,24,3,3,1,1.058991095,-2.674177192,-105.5246526,3.004876293,0.11804871,158.8129073,100
16,230111,25,3,3,1,2.044200771,-1.660282372,51.76466452,2.498169194,-0.216344666,79.18866447,100
16,230111,26,3,3,1,2.034452789,0.406283039,119.7531081,3.369649294,-2.363786926,130.5601491,100
16,230111,27,3,2,1,1.503960315,-1.194312865,18.37621551,1.872592977,-0.554411378,52.03794177,100
16,230111,28,2,3,4,2.849377821,-2.182787034,-13.04076302,1.36668409,-1.369861985,-2.180917296,100
16,230111,29,3,2,1,1.972717374,-1.52060282,71.86533964,5.835775645,0.119053653,312.5233064,100
16,230111,30,2,2,4,0.879095518,-3.168182024,-182.6865086,0.39547974,-2.297856158,-104.9065798,100
16,230111,31,2,3,4,0.387245006,-1.399003413,-52.50173458,1.584999577,-0.150797287,75.47936932,100
16,230111,32,3,3,1,1.964111261,-1.789560147,4.401685763,3.161086453,-0.997806014,82.55274955,100
16,230111,33,3,2,1,0.989168648,-3.119928752,-126.9672604,0.748380673,-2.169953168,-43.50831511,100
16,230111,34,2,3,4,3.274721453,-2.28559416,42.79060253,3.599747232,0.221223162,161.0881806,100
16,230111,35,3,3,1,2.009892305,-4.662611993,-164.4953269,1.939131488,-1.274747478,5.938007138,100
16,230111,36,3,2,1,1.954248393,-1.208610137,48.59609948,2.012052215,-1.200224826,72.19061158,100
16,230111,37,2,3,4,1.063156214,-2.931263996,-112.6609767,1.62602124,-2.01774079,-118.1034583,100
16,230111,38,3,3,1,-0.641826315,-3.918977164,-263.9099928,1.854808549,-3.882055321,-129.7048579,100
16,230111,39,3,2,1,2.042555514,-1.387662111,46.09623829,2.821897262,0.77438802,183.4633519,100
16,230111,40,2,9,0,1.79543509,-1.582240912,-31.82144771,1.555445842,-1.458247252,-44.57431196,100
16,230111,41,2,2,4,3.5230895,-0.512983304,111.3792801,1.780661007,-0.878634312,30.70853871,100
16,230111,42,2,1,2,0.836835245,-2.292643263,-113.1630762,3.520761806,-1.321550216,116.4804403,100
16,230111,43,1,2,0,-0.187888113,-3.286195508,-170.2374067,-0.324362848,-2.51101877,-159.7316018,100
16,230111,44,2,3,4,-0.974612939,-4.52287361,-261.7876224,-0.509437793,-2.745569457,-147.2491321,100
16,230111,45,3,2,1,2.339066014,-2.840605815,-50.45529981,2.036252986,-1.676061114,56.4316627,100
16,230111,46,2,2,4,1.720957324,-2.978966283,-54.6126304,4.179354877,-1.109159482,82.56923774,100
16,230111,47,2,2,4,0.304031766,-2.835893861,-160.6504392,3.16229695,-1.576020268,110.1560243,100
16,230111,48,2,2,4,2.074933811,-3.907081403,-136.6647506,1.608689954,-0.289326553,60.18331756,100
16,230111,49,2,3,4,0.128252457,-2.677641604,-147.8609882,1.309205204,-0.792622836,-15.07146053,100
16,230111,50,3,2,1,0.416618641,-2.027986568,-102.2621762,1.770935797,-0.850099248,48.44050375,100
16,230111,51,2,2,4,0.38333906,-5.031492347,-204.7426913,3.25298197,-1.410723987,55.85595669,100
16,230111,52,2,3,4,2.293012291,-6.002802828,-149.137994,4.52642068,-1.262627299,115.106914,100
16,230111,53,3,3,1,1.24887582,-0.711599242,21.21800268,0.763706528,-2.251334591,-51.97185742,100
16,230111,54,3,2,1,0.76958753,-2.108484526,-21.13645055,2.189746002,-1.021560264,-19.78428406,100
16,230111,55,2,2,4,3.433530152,-0.909532774,121.2672194,0.97044447,-0.873369561,21.86755508,100
16,230111,56,2,2,4,1.212115091,-2.070456148,-49.23989983,2.013549,-0.586600463,65.58877515,100
16,230111,57,2,2,4,0.630635658,-2.374231618,-41.8176186,1.574025523,-0.511641257,68.57218467,100
16,230111,58,2,2,4,5.447891996,-2.645127692,162.5220419,4.273764342,0.045247482,168.5942575,100
16,230111,59,2,2,4,2.904077814,-2.425774276,-76.46323794,2.413508746,-2.414319518,-15.7761055,100
16,230111,60,2,9,0,0.942401723,-1.220510742,1.382551147,2.471725336,0.767973141,155.4285506,100
16,230112,1,3,3,1,-0.523882385,-2.512012371,-159.6075608,1.01935074,-1.055048603,-10.47472244,100
16,230112,2,3,3,1,0.044382966,-3.652188184,-170.3742291,1.490915306,-1.662662979,-33.44360721,100
16,230112,3,3,3,1,1.908379912,-2.096155713,2.032412076,1.552046557,-0.904468003,52.76285239,100
16,230112,4,3,3,1,0.497283547,-0.486104801,-11.53615712,1.171664896,0.567557188,86.12970775,100
16,230112,5,3,3,1,1.536456717,-2.859384833,-100.4495099,-0.601597908,-3.432580485,-186.8337871,100
16,230112,6,3,3,1,0.323565297,-3.233863488,-139.068543,1.385911081,-1.985270848,-10.86040424,100
16,230112,7,3,3,1,0.535657564,-5.766748239,-234.6844069,2.513734184,-2.133698044,44.12214265,100
16,230112,8,3,3,1,3.274999479,-3.21028332,-74.9503866,3.598947044,0.101988762,122.9258734,100
16,230112,9,3,3,1,-0.475347738,-1.589862539,-89.96017597,1.115077085,-0.339470555,56.86827487,100
16,230112,10,3,3,1,-1.141921667,-3.938906124,-266.5266827,1.348538456,-1.933734896,-42.05128201,100
16,230112,11,3,3,1,-0.497124856,-2.843024129,-150.8114259,1.267673499,-1.843500481,-31.45124987,100
16,230112,12,3,3,1,-0.2039811,-2.166766432,-109.5267479,1.857099095,-1.309014773,-6.771020607,100
16,230112,13,3,3,1,4.050508358,-0.422580925,222.3467574,2.055515511,-1.550441681,-5.007028596,100
16,230112,14,3,3,1,-0.301647492,-2.423298773,-127.8447965,1.532378581,-1.999644703,-13.04023726,100
16,230112,15,3,3,1,0.163450698,-2.347251547,-124.9118139,0.586361408,-0.866539698,-32.01393835,100
16,230112,16,3,3,1,2.961002092,-4.268799807,-117.3437241,5.179462502,-1.748988064,197.3263282,100
16,230112,17,3,3,1,-0.987956004,-7.681265009,-394.7475216,7.234771608,-0.703390423,356.7204186,100
16,230112,18,3,3,1,0.354673049,-2.188546096,-74.61427676,0.476996569,-2.329468405,-78.47166313,100
16,230112,19,3,3,1,-1.36448241,-3.624752883,-230.6760358,1.24407955,-1.537855395,8.054891357,100
16,230112,20,3,9,0,-2.602861765,-5.536742149,-399.4975069,0.030343312,-3.312094827,-206.979505,100
16,230112,21,3,3,1,0.444283133,-2.257811136,-96.82102434,1.486717302,-1.506654216,22.18002452,100
16,230112,22,3,3,1,0.82144633,-2.099904903,-67.25401279,1.281650125,-1.134348907,-1.481841912,100
16,230112,23,3,3,1,2.61583858,-1.449848595,56.93558422,3.344363473,-0.437566188,97.07310052,100
16,230112,24,3,3,1,1.115581301,-3.087744954,-100.4100788,3.068967951,-1.097868778,93.24544817,100
16,230112,25,3,3,1,1.31026121,-2.101131379,-36.44153173,2.940898311,-3.588469075,-3.189449602,100
16,230112,26,3,3,1,2.502157945,-1.266428575,67.96639584,3.222105546,0.31246801,203.0258045,100
16,230112,27,3,2,1,2.810415251,-1.566571112,23.95809078,5.45647128,0.892393963,362.4475299,100
16,230112,28,2,2,4,1.818486734,-1.586291618,-5.804446535,3.303698227,-1.02259272,119.3540306,100
16,230112,29,2,3,4,-0.002502581,-2.99717808,-163.214272,2.17990262,-1.07290239,56.75758495,100
16,230112,30,3,3,1,3.375932782,-0.743187889,138.5132599,3.806809893,-0.103562006,203.0240698,100
16,230112,31,3,3,1,0.840032852,-1.25158152,-27.83466089,1.024022412,-1.016679133,-21.36722731,100
16,230112,32,3,3,1,2.083064171,-1.307731935,42.18658776,0.511239664,-1.758333848,-51.77738299,100
16,230112,33,3,3,1,1.699571281,-0.192805847,58.01775297,1.083096893,-0.754065596,16.56917104,100
16,230112,34,3,3,1,3.730051833,0.185540516,154.78654,3.735103814,-0.58223086,130.9899979,100
16,230112,35,3,2,1,2.3765841,-1.769610104,-9.66186949,1.926980179,0.046979506,100.1083436,100
16,230112,36,2,3,4,1.544063643,-2.606507457,-46.88049179,2.24649132,-1.215971397,32.07405097,100
16,230112,37,3,3,1,3.63659929,-0.50387427,156.7186533,1.367219137,-1.781028929,-43.0296394,100
16,230112,38,3,2,1,0.720327981,-2.47734988,-96.0104804,2.982683423,-0.945640467,114.398371,100
16,230112,39,2,3,4,1.458838345,-2.971734004,-98.05618553,1.715917874,-2.521658596,-45.33147002,100
16,230112,40,3,9,0,2.139514932,-2.26777113,16.67631962,2.662816289,-1.154285855,73.89557701,100
16,230112,41,2,2,4,2.606781612,-1.919471632,25.71446199,-0.741722273,-3.803193507,-205.2436988,100
16,230112,42,2,2,4,1.067547943,-2.325606345,-108.0850175,2.003579992,-1.906716452,-8.574075135,100
16,230112,43,2,2,4,1.81228619,-0.429781324,77.24693066,1.707925776,-0.829790961,27.21436016,100
16,230112,44,2,1,2,1.69142786,-0.084556457,82.73078477,1.62020088,0.662316502,111.1674332,100
16,230112,45,1,3,0,0.062122026,-2.408380555,-127.8806836,1.029206052,-1.340594681,11.64152617,100
16,230112,46,3,3,1,0.9977085,-3.582545706,-76.73383212,1.948070286,-1.421187523,-12.69860866,100
16,230112,47,3,2,1,2.920629205,-1.70367867,44.33310715,0.591549942,-1.797072511,-54.01617265,100
16,230112,48,2,3,4,4.190612955,-3.200596182,49.68794433,4.022328738,-0.659721382,99.96531917,100
16,230112,49,3,0,3,5.564686992,-2.099369014,63.07405109,1.462702235,-2.028934857,-16.98576064,100
16,230112,51,3,2,1,1.379953661,-2.130270818,-30.67111718,-0.443191155,-1.89867216,-122.5699122,100
16,230112,52,2,2,4,2.280047423,-1.047446485,48.23583451,2.449279524,0.212921422,153.6269116,100
16,230112,53,2,2,4,4.03359822,-0.767612298,58.95056612,1.035808869,-1.97661394,-40.87690724,100
16,230112,54,2,3,4,-1.344384723,-5.339177729,-363.5271809,-0.50057314,-6.624624924,-314.9721385,100
16,230112,55,3,2,1,1.555598429,-1.248526294,-10.00046684,0.92051158,-1.673219942,-58.29014409,100
16,230112,56,2,3,4,2.05500905,-1.724264557,1.365868868,0.704239947,-1.971062317,-91.85623477,100
16,230112,57,3,2,1,1.407758274,-2.374340988,-63.71860368,0.497324995,-1.24015321,-45.34742648,100
16,230112,58,2,0,2,0.192212918,-3.640334052,-144.3461646,1.995029645,-0.297856114,66.48147029,100
16,230112,60,3,9,0,2.168081062,-1.161950561,-9.642449916,1.696831977,-0.871110918,10.36240088,100
16,230113,1,3,3,1,1.722028998,-1.45983649,28.52562279,-0.488577339,-1.693345051,-102.3223591,100
16,230113,2,3,3,1,3.414675684,-2.8440225,26.34977429,1.389078265,-0.517463992,37.73742046,100
16,230113,3,3,3,1,2.453460813,-2.87163714,-9.817010108,2.900730559,-0.042378852,129.4724721,100
16,230113,4,3,3,1,3.164985362,0.239648888,188.3764224,1.263820681,-0.624937561,17.11732211,100
16,230113,5,3,3,1,2.976478577,0.737372259,188.7986085,1.160464884,-0.9524322,42.64082725,100
16,230113,6,3,3,1,2.956790126,0.290776785,153.4902294,4.487244017,0.493745758,248.9923519,100
16,230113,7,3,3,1,1.911443451,-1.563000907,47.69480218,4.394928089,-0.438760932,249.892416,100
16,230113,8,3,3,1,1.47634758,-3.459727771,-115.6898479,1.252672674,-1.630790346,-44.03116366,100
16,230113,9,3,3,1,0.159037166,-3.608445808,-198.7328276,2.354660208,-0.842742043,53.24519119,100
16,230113,10,3,3,1,0.219255061,-2.278556379,-91.66239898,0.981138739,-1.998862921,-24.938404,100
16,230113,11,3,3,1,4.324705877,-0.391697353,187.0584871,4.559489333,0.171214754,210.1781313,100
16,230113,12,3,3,1,4.185689554,-3.303622248,-56.04442642,4.481190762,-2.405163633,162.5589115,100
16,230113,13,3,3,1,2.669977037,-1.903984453,10.59060204,0.109370426,-2.355280616,-154.2398781,100
16,230113,14,3,3,1,1.061685786,-4.425907783,-223.5155748,3.509521209,-1.24313373,67.20469568,100
16,230113,15,3,3,1,2.277696706,-3.303141006,-51.70184728,3.096364958,-0.686225074,96.92183672,100
16,230113,16,3,3,1,5.813668395,-1.208757448,150.1452954,6.546563576,1.648433255,336.1239067,100
16,230113,17,3,3,1,1.64783399,-0.917594454,49.22089876,2.798536415,-0.939552393,102.4410062,100
